"activityType" "subject" "averageOfVariable" "variableName"
"WALKING_UPSTAIRS" "6" -0.0879004446179775 "tBodyAccJerkMag-std()"
"LAYING" "7" NA "tBodyAccJerkMag-std()"
"SITTING" "7" NA "tBodyAccJerkMag-std()"
"STANDING" "7" NA "tBodyAccJerkMag-std()"
"WALKING" "7" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "7" NA "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "7" -0.550560230585714 "tBodyAccJerkMag-std()"
"LAYING" "8" NA "tBodyAccJerkMag-std()"
"SITTING" "8" NA "tBodyAccJerkMag-std()"
"STANDING" "8" NA "tBodyAccJerkMag-std()"
"WALKING" "8" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "8" NA "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "8" -0.564471999961566 "tBodyAccJerkMag-std()"
"LAYING" "9" NA "tBodyAccJerkMag-std()"
"SITTING" "9" NA "tBodyAccJerkMag-std()"
"STANDING" "9" NA "tBodyAccJerkMag-std()"
"WALKING" "9" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "9" NA "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "9" -0.608862145384722 "tBodyAccJerkMag-std()"
"LAYING" "10" NA "tBodyAccJerkMag-std()"
"SITTING" "10" NA "tBodyAccJerkMag-std()"
"STANDING" "10" NA "tBodyAccJerkMag-std()"
"WALKING" "10" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "10" -0.416276937898718 "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "10" -0.970288294833333 "tBodyAccJerkMag-std()"
"LAYING" "11" NA "tBodyAccJerkMag-std()"
"SITTING" "11" NA "tBodyAccJerkMag-std()"
"STANDING" "11" NA "tBodyAccJerkMag-std()"
"WALKING" "11" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "11" NA "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "11" -0.664241760370253 "tBodyAccJerkMag-std()"
"LAYING" "12" NA "tBodyAccJerkMag-std()"
"SITTING" "12" -0.468462139639552 "tBodyAccJerkMag-std()"
"STANDING" "12" NA "tBodyAccJerkMag-std()"
"WALKING" "12" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "12" -0.636898344297849 "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "12" NA "tBodyAccJerkMag-std()"
"LAYING" "13" NA "tBodyAccJerkMag-std()"
"SITTING" "13" -0.610248540269939 "tBodyAccJerkMag-std()"
"STANDING" "13" NA "tBodyAccJerkMag-std()"
"WALKING" "13" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "13" NA "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "13" NA "tBodyAccJerkMag-std()"
"LAYING" "14" NA "tBodyAccJerkMag-std()"
"SITTING" "14" NA "tBodyAccJerkMag-std()"
"STANDING" "14" NA "tBodyAccJerkMag-std()"
"WALKING" "14" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "14" -0.483221887802828 "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "14" -0.981714665063291 "tBodyAccJerkMag-std()"
"LAYING" "15" NA "tBodyAccJerkMag-std()"
"SITTING" "15" NA "tBodyAccJerkMag-std()"
"STANDING" "15" NA "tBodyAccJerkMag-std()"
"WALKING" "15" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "15" -0.625660376546646 "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "15" NA "tBodyAccJerkMag-std()"
"LAYING" "16" NA "tBodyAccJerkMag-std()"
"SITTING" "16" NA "tBodyAccJerkMag-std()"
"STANDING" "16" NA "tBodyAccJerkMag-std()"
"WALKING" "16" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "16" -0.719647028238525 "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "16" NA "tBodyAccJerkMag-std()"
"LAYING" "17" NA "tBodyAccJerkMag-std()"
"SITTING" "17" -0.649316139213437 "tBodyAccJerkMag-std()"
"STANDING" "17" NA "tBodyAccJerkMag-std()"
"WALKING" "17" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "17" -0.991481431666667 "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "17" NA "tBodyAccJerkMag-std()"
"LAYING" "18" NA "tBodyAccJerkMag-std()"
"SITTING" "18" -0.983733639666667 "tBodyAccJerkMag-std()"
"STANDING" "18" -0.723788786335329 "tBodyAccJerkMag-std()"
"WALKING" "18" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "18" NA "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "18" NA "tBodyAccJerkMag-std()"
"LAYING" "19" NA "tBodyAccJerkMag-std()"
"SITTING" "19" -0.601918552871944 "tBodyAccJerkMag-std()"
"STANDING" "19" NA "tBodyAccJerkMag-std()"
"WALKING" "19" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "19" NA "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "19" NA "tBodyAccJerkMag-std()"
"LAYING" "20" -0.540847617073269 "tBodyAccJerkMag-std()"
"SITTING" "20" NA "tBodyAccJerkMag-std()"
"STANDING" "20" -0.626302305960101 "tBodyAccJerkMag-std()"
"WALKING" "20" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "20" NA "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "20" NA "tBodyAccJerkMag-std()"
"LAYING" "21" NA "tBodyAccJerkMag-std()"
"SITTING" "21" -0.680069218953922 "tBodyAccJerkMag-std()"
"STANDING" "21" NA "tBodyAccJerkMag-std()"
"WALKING" "21" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "21" NA "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "21" NA "tBodyAccJerkMag-std()"
"LAYING" "22" NA "tBodyAccJerkMag-std()"
"SITTING" "22" -0.671919866238182 "tBodyAccJerkMag-std()"
"STANDING" "22" -0.457667435430488 "tBodyAccJerkMag-std()"
"WALKING" "22" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "22" NA "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "22" NA "tBodyAccJerkMag-std()"
"LAYING" "23" NA "tBodyAccJerkMag-std()"
"SITTING" "23" NA "tBodyAccJerkMag-std()"
"STANDING" "23" -0.55872531418629 "tBodyAccJerkMag-std()"
"WALKING" "23" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "23" NA "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "23" NA "tBodyAccJerkMag-std()"
"LAYING" "24" -0.689391189346457 "tBodyAccJerkMag-std()"
"SITTING" "24" NA "tBodyAccJerkMag-std()"
"STANDING" "24" NA "tBodyAccJerkMag-std()"
"WALKING" "24" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "24" NA "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "24" NA "tBodyAccJerkMag-std()"
"LAYING" "25" NA "tBodyAccJerkMag-std()"
"SITTING" "25" NA "tBodyAccJerkMag-std()"
"STANDING" "25" -0.780451867848411 "tBodyAccJerkMag-std()"
"WALKING" "25" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "25" NA "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "25" NA "tBodyAccJerkMag-std()"
"LAYING" "26" NA "tBodyAccJerkMag-std()"
"SITTING" "26" NA "tBodyAccJerkMag-std()"
"STANDING" "26" -0.677426336392347 "tBodyAccJerkMag-std()"
"WALKING" "26" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "26" NA "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "26" NA "tBodyAccJerkMag-std()"
"LAYING" "27" -0.618887250102013 "tBodyAccJerkMag-std()"
"SITTING" "27" NA "tBodyAccJerkMag-std()"
"STANDING" "27" -0.990626418974359 "tBodyAccJerkMag-std()"
"WALKING" "27" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "27" NA "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "27" NA "tBodyAccJerkMag-std()"
"LAYING" "28" -0.687703433627487 "tBodyAccJerkMag-std()"
"SITTING" "28" NA "tBodyAccJerkMag-std()"
"STANDING" "28" NA "tBodyAccJerkMag-std()"
"WALKING" "28" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "28" NA "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "28" NA "tBodyAccJerkMag-std()"
"LAYING" "29" -0.620472049862791 "tBodyAccJerkMag-std()"
"SITTING" "29" NA "tBodyAccJerkMag-std()"
"STANDING" "29" NA "tBodyAccJerkMag-std()"
"WALKING" "29" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "29" NA "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "29" NA "tBodyAccJerkMag-std()"
"LAYING" "30" -0.658972148093473 "tBodyAccJerkMag-std()"
"SITTING" "30" NA "tBodyAccJerkMag-std()"
"STANDING" "30" NA "tBodyAccJerkMag-std()"
"WALKING" "30" NA "tBodyAccJerkMag-std()"
"WALKING_DOWNSTAIRS" "30" NA "tBodyAccJerkMag-std()"
"WALKING_UPSTAIRS" "30" NA "tBodyAccJerkMag-std()"
"LAYING" "1" NA "tBodyGyroMag-mean()"
"SITTING" "1" NA "tBodyGyroMag-mean()"
"STANDING" "1" NA "tBodyGyroMag-mean()"
"WALKING" "1" -0.475404785802305 "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "1" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "1" NA "tBodyGyroMag-mean()"
"LAYING" "2" NA "tBodyGyroMag-mean()"
"SITTING" "2" NA "tBodyGyroMag-mean()"
"STANDING" "2" NA "tBodyGyroMag-mean()"
"WALKING" "2" -0.614771054893146 "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "2" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "2" NA "tBodyGyroMag-mean()"
"LAYING" "3" NA "tBodyGyroMag-mean()"
"SITTING" "3" NA "tBodyGyroMag-mean()"
"STANDING" "3" NA "tBodyGyroMag-mean()"
"WALKING" "3" -0.643150121648094 "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "3" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "3" NA "tBodyGyroMag-mean()"
"LAYING" "4" NA "tBodyGyroMag-mean()"
"SITTING" "4" NA "tBodyGyroMag-mean()"
"STANDING" "4" NA "tBodyGyroMag-mean()"
"WALKING" "4" -0.708221087886598 "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "4" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "4" -0.574385249590244 "tBodyGyroMag-mean()"
"LAYING" "5" NA "tBodyGyroMag-mean()"
"SITTING" "5" NA "tBodyGyroMag-mean()"
"STANDING" "5" NA "tBodyGyroMag-mean()"
"WALKING" "5" -0.602770284825828 "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "5" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "5" NA "tBodyGyroMag-mean()"
"LAYING" "6" NA "tBodyGyroMag-mean()"
"SITTING" "6" NA "tBodyGyroMag-mean()"
"STANDING" "6" NA "tBodyGyroMag-mean()"
"WALKING" "6" -0.690488145614407 "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "6" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "6" -0.175624994910562 "tBodyGyroMag-mean()"
"LAYING" "7" NA "tBodyGyroMag-mean()"
"SITTING" "7" NA "tBodyGyroMag-mean()"
"STANDING" "7" NA "tBodyGyroMag-mean()"
"WALKING" "7" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "7" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "7" -0.581899897967532 "tBodyGyroMag-mean()"
"LAYING" "8" NA "tBodyGyroMag-mean()"
"SITTING" "8" NA "tBodyGyroMag-mean()"
"STANDING" "8" NA "tBodyGyroMag-mean()"
"WALKING" "8" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "8" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "8" -0.476214943826192 "tBodyGyroMag-mean()"
"LAYING" "9" NA "tBodyGyroMag-mean()"
"SITTING" "9" NA "tBodyGyroMag-mean()"
"STANDING" "9" NA "tBodyGyroMag-mean()"
"WALKING" "9" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "9" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "9" -0.550201866572569 "tBodyGyroMag-mean()"
"LAYING" "10" NA "tBodyGyroMag-mean()"
"SITTING" "10" NA "tBodyGyroMag-mean()"
"STANDING" "10" NA "tBodyGyroMag-mean()"
"WALKING" "10" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "10" -0.412441627912821 "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "10" -0.948394682666667 "tBodyGyroMag-mean()"
"LAYING" "11" NA "tBodyGyroMag-mean()"
"SITTING" "11" NA "tBodyGyroMag-mean()"
"STANDING" "11" NA "tBodyGyroMag-mean()"
"WALKING" "11" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "11" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "11" -0.628367851066456 "tBodyGyroMag-mean()"
"LAYING" "12" NA "tBodyGyroMag-mean()"
"SITTING" "12" -0.585957269414925 "tBodyGyroMag-mean()"
"STANDING" "12" NA "tBodyGyroMag-mean()"
"WALKING" "12" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "12" -0.66459948788172 "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "12" NA "tBodyGyroMag-mean()"
"LAYING" "13" NA "tBodyGyroMag-mean()"
"SITTING" "13" -0.581215403184709 "tBodyGyroMag-mean()"
"STANDING" "13" NA "tBodyGyroMag-mean()"
"WALKING" "13" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "13" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "13" NA "tBodyGyroMag-mean()"
"LAYING" "14" NA "tBodyGyroMag-mean()"
"SITTING" "14" NA "tBodyGyroMag-mean()"
"STANDING" "14" NA "tBodyGyroMag-mean()"
"WALKING" "14" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "14" -0.245124405807746 "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "14" -0.945647504556962 "tBodyGyroMag-mean()"
"LAYING" "15" NA "tBodyGyroMag-mean()"
"SITTING" "15" NA "tBodyGyroMag-mean()"
"STANDING" "15" NA "tBodyGyroMag-mean()"
"WALKING" "15" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "15" -0.617721779796037 "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "15" NA "tBodyGyroMag-mean()"
"LAYING" "16" NA "tBodyGyroMag-mean()"
"SITTING" "16" NA "tBodyGyroMag-mean()"
"STANDING" "16" NA "tBodyGyroMag-mean()"
"WALKING" "16" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "16" -0.718168775628415 "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "16" NA "tBodyGyroMag-mean()"
"LAYING" "17" NA "tBodyGyroMag-mean()"
"SITTING" "17" -0.630693906651719 "tBodyGyroMag-mean()"
"STANDING" "17" NA "tBodyGyroMag-mean()"
"WALKING" "17" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "17" -0.979459900833333 "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "17" NA "tBodyGyroMag-mean()"
"LAYING" "18" NA "tBodyGyroMag-mean()"
"SITTING" "18" -0.951887812 "tBodyGyroMag-mean()"
"STANDING" "18" -0.693434577904192 "tBodyGyroMag-mean()"
"WALKING" "18" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "18" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "18" NA "tBodyGyroMag-mean()"
"LAYING" "19" NA "tBodyGyroMag-mean()"
"SITTING" "19" -0.548919668132222 "tBodyGyroMag-mean()"
"STANDING" "19" NA "tBodyGyroMag-mean()"
"WALKING" "19" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "19" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "19" NA "tBodyGyroMag-mean()"
"LAYING" "20" -0.435122258175641 "tBodyGyroMag-mean()"
"SITTING" "20" NA "tBodyGyroMag-mean()"
"STANDING" "20" -0.581261642571717 "tBodyGyroMag-mean()"
"WALKING" "20" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "20" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "20" NA "tBodyGyroMag-mean()"
"LAYING" "21" NA "tBodyGyroMag-mean()"
"SITTING" "21" -0.693779224517157 "tBodyGyroMag-mean()"
"STANDING" "21" NA "tBodyGyroMag-mean()"
"WALKING" "21" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "21" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "21" NA "tBodyGyroMag-mean()"
"LAYING" "22" NA "tBodyGyroMag-mean()"
"SITTING" "22" -0.704296113121212 "tBodyGyroMag-mean()"
"STANDING" "22" -0.530408052165854 "tBodyGyroMag-mean()"
"WALKING" "22" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "22" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "22" NA "tBodyGyroMag-mean()"
"LAYING" "23" NA "tBodyGyroMag-mean()"
"SITTING" "23" NA "tBodyGyroMag-mean()"
"STANDING" "23" -0.544207964433387 "tBodyGyroMag-mean()"
"WALKING" "23" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "23" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "23" NA "tBodyGyroMag-mean()"
"LAYING" "24" -0.682447212750656 "tBodyGyroMag-mean()"
"SITTING" "24" NA "tBodyGyroMag-mean()"
"STANDING" "24" NA "tBodyGyroMag-mean()"
"WALKING" "24" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "24" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "24" NA "tBodyGyroMag-mean()"
"LAYING" "25" NA "tBodyGyroMag-mean()"
"SITTING" "25" NA "tBodyGyroMag-mean()"
"STANDING" "25" -0.625733064258924 "tBodyGyroMag-mean()"
"WALKING" "25" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "25" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "25" NA "tBodyGyroMag-mean()"
"LAYING" "26" NA "tBodyGyroMag-mean()"
"SITTING" "26" NA "tBodyGyroMag-mean()"
"STANDING" "26" -0.694597662936224 "tBodyGyroMag-mean()"
"WALKING" "26" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "26" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "26" NA "tBodyGyroMag-mean()"
"LAYING" "27" -0.622646577775503 "tBodyGyroMag-mean()"
"SITTING" "27" NA "tBodyGyroMag-mean()"
"STANDING" "27" -0.966683888076923 "tBodyGyroMag-mean()"
"WALKING" "27" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "27" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "27" NA "tBodyGyroMag-mean()"
"LAYING" "28" -0.648538641430367 "tBodyGyroMag-mean()"
"SITTING" "28" NA "tBodyGyroMag-mean()"
"STANDING" "28" NA "tBodyGyroMag-mean()"
"WALKING" "28" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "28" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "28" NA "tBodyGyroMag-mean()"
"LAYING" "29" -0.602228993700349 "tBodyGyroMag-mean()"
"SITTING" "29" NA "tBodyGyroMag-mean()"
"STANDING" "29" NA "tBodyGyroMag-mean()"
"WALKING" "29" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "29" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "29" NA "tBodyGyroMag-mean()"
"LAYING" "30" -0.510032754098198 "tBodyGyroMag-mean()"
"SITTING" "30" NA "tBodyGyroMag-mean()"
"STANDING" "30" NA "tBodyGyroMag-mean()"
"WALKING" "30" NA "tBodyGyroMag-mean()"
"WALKING_DOWNSTAIRS" "30" NA "tBodyGyroMag-mean()"
"WALKING_UPSTAIRS" "30" NA "tBodyGyroMag-mean()"
"LAYING" "1" NA "tBodyGyroMag-std()"
"SITTING" "1" NA "tBodyGyroMag-std()"
"STANDING" "1" NA "tBodyGyroMag-std()"
"WALKING" "1" -0.499839593745821 "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "1" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "1" NA "tBodyGyroMag-std()"
"LAYING" "2" NA "tBodyGyroMag-std()"
"SITTING" "2" NA "tBodyGyroMag-std()"
"STANDING" "2" NA "tBodyGyroMag-std()"
"WALKING" "2" -0.680584887880795 "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "2" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "2" NA "tBodyGyroMag-std()"
"LAYING" "3" NA "tBodyGyroMag-std()"
"SITTING" "3" NA "tBodyGyroMag-std()"
"STANDING" "3" NA "tBodyGyroMag-std()"
"WALKING" "3" -0.674010290979472 "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "3" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "3" NA "tBodyGyroMag-std()"
"LAYING" "4" NA "tBodyGyroMag-std()"
"SITTING" "4" NA "tBodyGyroMag-std()"
"STANDING" "4" NA "tBodyGyroMag-std()"
"WALKING" "4" -0.749105473365979 "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "4" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "4" -0.639915777398374 "tBodyGyroMag-std()"
"LAYING" "5" NA "tBodyGyroMag-std()"
"SITTING" "5" NA "tBodyGyroMag-std()"
"STANDING" "5" NA "tBodyGyroMag-std()"
"WALKING" "5" -0.664078383532781 "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "5" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "5" NA "tBodyGyroMag-std()"
"LAYING" "6" NA "tBodyGyroMag-std()"
"SITTING" "6" NA "tBodyGyroMag-std()"
"STANDING" "6" NA "tBodyGyroMag-std()"
"WALKING" "6" -0.722636443516102 "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "6" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "6" -0.201180788774157 "tBodyGyroMag-std()"
"LAYING" "7" NA "tBodyGyroMag-std()"
"SITTING" "7" NA "tBodyGyroMag-std()"
"STANDING" "7" NA "tBodyGyroMag-std()"
"WALKING" "7" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "7" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "7" -0.598670795839286 "tBodyGyroMag-std()"
"LAYING" "8" NA "tBodyGyroMag-std()"
"SITTING" "8" NA "tBodyGyroMag-std()"
"STANDING" "8" NA "tBodyGyroMag-std()"
"WALKING" "8" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "8" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "8" -0.581422885341281 "tBodyGyroMag-std()"
"LAYING" "9" NA "tBodyGyroMag-std()"
"SITTING" "9" NA "tBodyGyroMag-std()"
"STANDING" "9" NA "tBodyGyroMag-std()"
"WALKING" "9" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "9" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "9" -0.663198385034722 "tBodyGyroMag-std()"
"LAYING" "10" NA "tBodyGyroMag-std()"
"SITTING" "10" NA "tBodyGyroMag-std()"
"STANDING" "10" NA "tBodyGyroMag-std()"
"WALKING" "10" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "10" -0.541830959732991 "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "10" -0.946460267166667 "tBodyGyroMag-std()"
"LAYING" "11" NA "tBodyGyroMag-std()"
"SITTING" "11" NA "tBodyGyroMag-std()"
"STANDING" "11" NA "tBodyGyroMag-std()"
"WALKING" "11" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "11" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "11" -0.696771378957911 "tBodyGyroMag-std()"
"LAYING" "12" NA "tBodyGyroMag-std()"
"SITTING" "12" -0.641774640228657 "tBodyGyroMag-std()"
"STANDING" "12" NA "tBodyGyroMag-std()"
"WALKING" "12" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "12" -0.715896647204301 "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "12" NA "tBodyGyroMag-std()"
"LAYING" "13" NA "tBodyGyroMag-std()"
"SITTING" "13" -0.636364939544342 "tBodyGyroMag-std()"
"STANDING" "13" NA "tBodyGyroMag-std()"
"WALKING" "13" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "13" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "13" NA "tBodyGyroMag-std()"
"LAYING" "14" NA "tBodyGyroMag-std()"
"SITTING" "14" NA "tBodyGyroMag-std()"
"STANDING" "14" NA "tBodyGyroMag-std()"
"WALKING" "14" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "14" -0.317377464295082 "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "14" -0.94746971556962 "tBodyGyroMag-std()"
"LAYING" "15" NA "tBodyGyroMag-std()"
"SITTING" "15" NA "tBodyGyroMag-std()"
"STANDING" "15" NA "tBodyGyroMag-std()"
"WALKING" "15" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "15" -0.675336960047866 "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "15" NA "tBodyGyroMag-std()"
"LAYING" "16" NA "tBodyGyroMag-std()"
"SITTING" "16" NA "tBodyGyroMag-std()"
"STANDING" "16" NA "tBodyGyroMag-std()"
"WALKING" "16" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "16" -0.78482286579235 "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "16" NA "tBodyGyroMag-std()"
"LAYING" "17" NA "tBodyGyroMag-std()"
"SITTING" "17" -0.71559290114375 "tBodyGyroMag-std()"
"STANDING" "17" NA "tBodyGyroMag-std()"
"WALKING" "17" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "17" -0.980494326458333 "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "17" NA "tBodyGyroMag-std()"
"LAYING" "18" NA "tBodyGyroMag-std()"
"SITTING" "18" -0.947942481333333 "tBodyGyroMag-std()"
"STANDING" "18" -0.760315278287425 "tBodyGyroMag-std()"
"WALKING" "18" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "18" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "18" NA "tBodyGyroMag-std()"
"LAYING" "19" NA "tBodyGyroMag-std()"
"SITTING" "19" -0.610093380740278 "tBodyGyroMag-std()"
"STANDING" "19" NA "tBodyGyroMag-std()"
"WALKING" "19" NA "tBodyGyroMag-std()"
